smiles,standard_type,pPot,cid,tid
Cc1cc(C)c(CNC(=O)c2cnn(-c3cccc(NC(=O)CCCCCCC(=O)NO)c3)c2C)c(=O)[nH]1,IC50,8.0,CHEMBL4639495,1865
Cc1cc(C)c(S(=O)(=O)N2CCC(NC(=O)C3CCCCCC3)CC2)c(C)c1,IC50,7.657577319177793,CHEMBL1933491,2409
Cc1cc(C)c(S(=O)(=O)N2CCN(Cn3cc4c(=O)oc5ccccc5c4n3)CC2)c(C)c1,IC50,6.920818753952375,CHEMBL4437551,4005
Cc1cc(C)c(S(=O)(=O)n2cc3c(=O)oc4ccccc4c3n2)c(C)c1,IC50,7.0,CHEMBL4591567,4005
Cc1cc(C)c2c3c(n(Cc4ccc(C(=O)NO)cc4)c2c1)CCN(C)C3,IC50,7.415668775632469,CHEMBL2018297,1865
Cc1cc(C)cc(-c2ccc3c(NC(=O)c4ccc(C(=O)NO)cc4)n[nH]c3c2)c1,IC50,6.6020599913279625,CHEMBL4210578,1865
Cc1cc(C)cc(-n2c(=O)c(C(=O)Nc3ccc(Oc4ccnc(N)c4Cl)c(F)c3)cc3ccccc32)c1,IC50,9.154901959985745,CHEMBL4578460,3717
Cc1cc(C)cc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)c1,IC50,6.568636235841012,CHEMBL4173361,325
Cc1cc(C)cc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)c1,IC50,7.958607314841775,CHEMBL4173361,1865
Cc1cc(C)cc(C(=O)N(Cc2ccc(C(=O)NO)cc2)Cc2nnnn2Cc2ccccc2)c1,IC50,6.045757490560675,CHEMBL4740787,325
Cc1cc(C)cc(C(=O)N(Cc2ccc(C(=O)NO)cc2)Cc2nnnn2Cc2ccccc2)c1,IC50,7.096910013008056,CHEMBL4740787,1865
Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1,IC50,6.865711014058578,CHEMBL2312168,325
Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1,IC50,7.587481779389323,CHEMBL2312168,1865
Cc1cc(C)cc(Cn2cc(CCCCC(=O)NO)nn2)c1,IC50,6.570247719997592,CHEMBL2381738,325
Cc1cc(C)cc(NC(=O)NCc2ccc(-c3n[nH]c4c3Cc3cc(CN5CCN(C)CC5)ccc3-4)s2)c1,IC50,7.200659450546418,CHEMBL209919,279
Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1,IC50,7.080921907623926,CHEMBL184226,279
Cc1cc(C)cc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(N)c34)cc2)c1,IC50,9.0,CHEMBL255744,279
Cc1cc(C)cc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,IC50,7.795880017344075,CHEMBL231309,279
Cc1cc(C)cc(NC(=O)Nc2ccc(-c3nccc4[nH]nc(N)c34)cc2)c1,IC50,7.920818753952375,CHEMBL272767,279
Cc1cc(C)cc(NC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)c1,IC50,7.107905397309519,CHEMBL131210,220
Cc1cc(C)cc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)c1,IC50,7.67778070526608,CHEMBL3114023,279
Cc1cc(C)cc(Nc2nccc(N(C)c3ccc4cn(C)nc4c3)n2)c1,IC50,7.552841968657781,CHEMBL3114030,279
Cc1cc(C)cc(S(=O)(=O)N2CCC(C(=O)NC3CCCCCC3)CC2)c1,IC50,5.698970004336019,CHEMBL1933658,2409
Cc1cc(C)nc(NCc2ccc(C(=O)Nc3ccccc3N)cc2)n1,IC50,6.522878745280337,CHEMBL405714,325
Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3nncc4ccccc34)cc2)n1,IC50,8.173925197299173,CHEMBL3950630,203
Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3nncc4ccccc34)cc2)n1,IC50,9.113509274827518,CHEMBL3950630,279
Cc1cc(C2CCCN2C(=O)NCC23CC4CC(CC(C4)C2)C3)no1,IC50,6.280420142286276,CHEMBL3633675,2409
Cc1cc(C2CCCN2C(=O)NCC23CC4CC(CC(C4)C2)C3)on1,IC50,7.040958607678906,CHEMBL3633678,2409
Cc1cc(C2CCN(C(=O)NC3CCCCC3)CC2)n(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,5.459545386328588,CHEMBL2424981,2409
Cc1cc(C2CCN(C(=O)NC3CCCCC3)CC2)n(-c2ccc(S(N)(=O)=O)cc2)n1,IC50,6.560667306169737,CHEMBL2425004,2409
Cc1cc(C2CCN(C(=O)Nc3ccccc3)CC2)n(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,6.657577319177793,CHEMBL2424982,2409
Cc1cc(CN2CC(N)C(C(=O)C3CCCC3C#N)C2)cc(C)c1C#N,IC50,8.958607314841775,CHEMBL399791,284
Cc1cc(CN2CC(N)C(C(=O)C3CCCC3C#N)C2)ccc1-n1cncn1,IC50,7.337242168318426,CHEMBL401378,284
Cc1cc(CN2CC(N)C(C(=O)C3CCCC3C#N)C2)ccc1C#N,IC50,8.886056647693163,CHEMBL429115,284
Cc1cc(CNC(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)on1,IC50,6.910094888560602,CHEMBL3633682,2409
Cc1cc(CNC(=O)NC23CC4CC(CC(C4)C2)C3)no1,IC50,5.809388202186395,CHEMBL2392759,2409
Cc1cc(CNC(=O)NCC23CC4CC(CC(C4)C2)C3)on1,IC50,8.173925197299173,CHEMBL3633669,2409
Cc1cc(COC(=O)NCc2ccc(-c3cc(NC(=O)c4ccc(N5CCN(C)CC5)cc4)[nH]n3)cc2)no1,IC50,6.431798275933005,CHEMBL2063331,279
Cc1cc(COC(=O)NCc2ccc(-c3cc(NC(=O)c4ccc(OCCN5CCCC5)cc4)[nH]n3)cc2)no1,IC50,6.318758762624412,CHEMBL2063332,279
Cc1cc(Cl)ccc1-c1c(N)c(C(=O)c2ccc(F)cc2F)cc[n+]1[O-],IC50,7.42021640338319,CHEMBL549630,260
Cc1cc(Cl)ccc1-n1nc(Sc2ccc(Cl)cc2)ccc1=O,IC50,5.698970004336019,CHEMBL221072,260
Cc1cc(Cl)ccc1-n1nc(Sc2ccc(F)cc2F)ccc1=O,IC50,6.508638306165727,CHEMBL221071,260
Cc1cc(Cl)ccc1Sc1ccc2c(-c3c(Cl)cccc3Cl)c(=O)ncn2n1,IC50,6.770303756120384,CHEMBL115491,260
Cc1cc(F)c(NC(=O)NCCC(C)(C)C)cc1-c1cc2cnc(N)nc2nc1C,IC50,6.267606240177031,CHEMBL3577122,279
Cc1cc(F)cc(NC(C)c2cc(C(=O)N(C)C)cc3c(=O)cc(N4CCOCC4)oc23)c1,IC50,6.886056647693163,CHEMBL3408253,4005
Cc1cc(F)ccc1Nc1ccc2c(c1)OCc1cc(OCCN3CCOCC3)ccc1C2=O,IC50,6.795880017344075,CHEMBL3087478,260
Cc1cc(F)ccc1S(=O)(=O)N1CCC(C(=O)NC2CCCCCC2)CC1,IC50,7.744727494896693,CHEMBL1933517,2409
Cc1cc(N2CCN(C(=O)C3CNC(C(=O)N4CCCC4)C3)CC2)sn1,IC50,7.161150909262744,CHEMBL272079,284
Cc1cc(N2CCN(C3CNC(C(=O)N4CCSC4)C3)CC2)c2ccccc2n1,IC50,9.2518119729938,CHEMBL2058970,284
Cc1cc(N2CCN(C3CNC(C(=O)N4CCSC4)C3)CC2)n(-c2ccc(C#N)cc2)n1,IC50,7.920818753952375,CHEMBL2147715,284
Cc1cc(N2CCN(C3CNC(C(=O)N4CCSC4)C3)CC2)n(-c2ccc(C#N)cn2)n1,IC50,7.823908740944319,CHEMBL2147774,284
Cc1cc(N2CCN(C3CNC(C(=O)N4CCSC4)C3)CC2)n(-c2ccc(Cl)cc2)n1,IC50,8.468521082957745,CHEMBL2147714,284
Cc1cc(N2CCN(C3CNC(C(=O)N4CCSC4)C3)CC2)n(-c2ccc(F)cc2)n1,IC50,8.537602002101044,CHEMBL2147711,284
Cc1cc(N2CCN(C3CNC(C(=O)N4CCSC4)C3)CC2)n(-c2cccc(F)c2)n1,IC50,9.522878745280336,CHEMBL2147712,284
Cc1cc(N2CCN(C3CNC(C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2F)n1,IC50,9.070581074285707,CHEMBL2147713,284
Cc1cc(N2CCN(C3CNC(C(=O)N4CCSC4)C3)CC2)n(-c2ccccn2)n1,IC50,9.200659450546418,CHEMBL2147771,284
Cc1cc(N2CCN(C3CNC(C(=O)N4CCSC4)C3)CC2)n(-c2cccnc2)n1,IC50,9.207608310501746,CHEMBL2147773,284
Cc1cc(N2CCN(C3CNC(C(=O)N4CCSC4)C3)CC2)n(-c2ccncc2)n1,IC50,8.301029995663981,CHEMBL2147772,284
Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,IC50,5.3124710387853655,CHEMBL401930,3717
Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,IC50,5.853871964321762,CHEMBL401930,279
Cc1cc(N2CCc3c(-c4cccc(O)c4)nc(N4CCOCC4)nc32)ccn1,IC50,6.769551078621726,CHEMBL2314579,4005
Cc1cc(NC(=O)C2(C(=O)Nc3ccc(F)cc3)CC2)ccc1-c1cccc2[nH]nc(N)c12,IC50,8.221848749616356,CHEMBL3394477,3717
Cc1cc(NC(=O)CCl)no1,IC50,6.97469413473523,CHEMBL1545480,203
Cc1cc(NC(=O)CN2CCN(c3ccccc3)CC2)no1,IC50,7.1938200260161125,CHEMBL4740108,203
Cc1cc(NC(=O)N2CCC3(CCN(C(=O)c4c(F)cccc4F)CC3)C2)ccc1Cl,IC50,8.468521082957745,CHEMBL2436570,2409
Cc1cc(NC(=O)NC(=O)Cc2ccc(F)cc2)ncc1Oc1ccnc(-c2cnn(C)c2)c1,IC50,5.853871964321762,CHEMBL5186979,3717
Cc1cc(NC(=O)NC(=O)Cc2ccc(F)cc2)ncc1Oc1ccnc(-c2cnn(C)c2)c1,IC50,5.795880017344075,CHEMBL5186979,279
Cc1cc(NC(=O)NC23CC4CC(CC(C4)C2)C3)no1,IC50,6.866461091629782,CHEMBL2392756,2409
Cc1cc(NC(=O)NC23CC4CC(CC(C4)C2)C3)on1,IC50,6.931814138253838,CHEMBL2392760,2409
Cc1cc(NC(=O)NC2C3CC4CC(C3)CC2C4)no1,IC50,8.301029995663981,CHEMBL2392735,2409
Cc1cc(NC(=O)Nc2cc(Cl)cc(Cl)c2)ccc1OCc1nc2ccccc2s1,IC50,9.096910013008056,CHEMBL4559364,2409
Cc1cc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)ccc1F,IC50,8.397940008672037,CHEMBL374044,279
Cc1cc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(N)c34)cc2)ccc1F,IC50,8.958607314841775,CHEMBL273187,279
Cc1cc(NC(=O)Nc2ccc(-c3cncc4[nH]nc(N)c34)cc2)ccc1F,IC50,9.154901959985745,CHEMBL404669,279
Cc1cc(NC(=O)Nc2ccc(-c3nccc4[nH]nc(N)c34)cc2)ccc1F,IC50,7.698970004336019,CHEMBL439068,279
Cc1cc(NC(=O)Nc2ccc(Cl)c(Cl)c2)ccc1OCc1nc2ccccc2s1,IC50,9.221848749616356,CHEMBL4467796,2409
Cc1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCc1nc2ccccc2s1,IC50,8.387216143280265,CHEMBL4474511,2409
Cc1cc(NC(=O)Nc2cccc(Cl)c2)ccc1OCc1nc2ccccc2s1,IC50,8.698970004336019,CHEMBL4584048,2409
Cc1cc(NC(=O)Nc2ccccc2)ccc1OCc1nc2ccccc2s1,IC50,8.187086643357144,CHEMBL4467433,2409
Cc1cc(NC(=O)Nc2ccccc2Cl)ccc1OCc1nc2ccccc2s1,IC50,7.454692883534176,CHEMBL4468253,2409
Cc1cc(NC(=O)c2cc(-c3ccc(F)cc3F)c(CN)c(C)n2)no1,IC50,6.17134010346468,CHEMBL1688423,284
Cc1cc(NC(=O)c2cc(C)nn2C)cc(Oc2ccc3nc(NC(=O)C4CC4)nn3c2)c1,IC50,8.67778070526608,CHEMBL2409777,279
Cc1cc(NC(=O)c2cccc3cc(-c4cccc5[nH]nc(N)c45)ccc23)no1,IC50,8.244125144327509,CHEMBL3288520,279
Cc1cc(NC(=O)c2cccn(-c3ccc(F)cc3)c2=O)cc(C)c1Oc1ccnc(NC(=O)C2CC2)c1,IC50,6.522878745280337,CHEMBL4476076,3717
Cc1cc(NC(=O)c2cccn(-c3ccc(F)cc3)c2=O)cc(C)c1Oc1ccncc1,IC50,6.301029995663981,CHEMBL4542026,3717
Cc1cc(NC(=O)c2cccn(-c3ccc(F)cc3)c2=O)ccc1Oc1ccnc(NC(=O)C2CC2)c1,IC50,8.200659450546418,CHEMBL4476485,3717
Cc1cc(NC2=NC(=O)CS2)no1,IC50,7.091514981121351,CHEMBL4755988,203
Cc1cc(NCc2ccccc2C)c2nc(N3CCOCC3)cc(=O)n2c1,IC50,5.958607314841775,CHEMBL3218574,4005
Cc1cc(NS(=O)(=O)c2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2)no1,IC50,6.534617148551582,CHEMBL2392743,2409
Cc1cc(NS(=O)(=O)c2ccc(Nc3nncc4ccccc34)cc2)no1,IC50,6.886056647693163,CHEMBL3899216,203
Cc1cc(NS(=O)(=O)c2ccc(Nc3nncc4ccccc34)cc2)no1,IC50,8.013228265733755,CHEMBL3899216,279
Cc1cc(NS(C)(=O)=O)ccc1-c1c2nccc(-c3ccc(F)cc3F)c2cc[n+]1[O-],IC50,7.091514981121351,CHEMBL1916354,260
Cc1cc(Nc2nc(SCc3ccc(C(=O)Nc4ccc(F)cc4N)cc3)nn3cccc23)n[nH]1,IC50,6.392544976785331,CHEMBL5085693,325
Cc1cc(Nc2nc(SCc3ccc(C(=O)Nc4ccccc4N)cc3)nn3cccc23)n[nH]1,IC50,6.818156412055227,CHEMBL5087290,325
Cc1cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)nc(C)n1,IC50,5.2839966563652006,CHEMBL364623,203
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)cnc1N1CCC(N2CCN(C)CC2)CC1,IC50,6.471597562046382,CHEMBL5087931,203
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,IC50,6.045757490560675,CHEMBL2403108,203
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,IC50,5.498940737782249,CHEMBL2403108,3717
Cc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)ccc1F,IC50,6.4089353929735005,CHEMBL574058,203
Cc1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)ccn1,IC50,6.3979400086720375,CHEMBL4591417,220
Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,IC50,6.347753658996677,CHEMBL3989868,203
Cc1cc(O)cc(-c2nn(CC#N)cc2-c2cc(NCC(C)O)nc(-c3cccnc3)n2)c1,IC50,7.958607314841775,CHEMBL560733,3717
Cc1cc(O)cc(C)c1C1CNC(C(=O)N2CCCC2C#N)C1,IC50,8.481486060122112,CHEMBL243799,284
Cc1cc(O)ccc1-c1c(N)c(C(=O)c2ccc(F)cc2F)cc[n+]1[O-],IC50,8.096910013008056,CHEMBL552164,260
Cc1cc(O)ccc1-c1c2nccc(-c3ccc(F)cc3F)c2cc[n+]1[O-],IC50,7.045757490560675,CHEMBL1916351,260
Cc1cc(O)n2nc3c(c2n1)CN(C1COC(c2cc(F)c(F)cc2F)C(N)C1)C3,IC50,9.30102999566398,CHEMBL3805154,284
Cc1cc(O)nc2c3c(nn12)CN(C1COC(c2cc(F)c(F)cc2F)C(N)C1)C3,IC50,9.221848749616356,CHEMBL3806310,284
Cc1cc(OC(C)c2cc(C(=O)N(C)CCO)cn3c(=O)cc(N4CCOCC4)nc23)ccc1F,IC50,5.619788758288394,CHEMBL3318726,4005
Cc1cc(OCCN2CCOCC2)ccc1-c1c(N)c(C(=O)c2ccc(F)cc2F)cc[n+]1[O-],IC50,7.853871964321762,CHEMBL562451,260
Cc1cc(OCCN2CCOCC2)ccc1-c1c2nccc(-c3ccc(F)cc3F)c2cc[n+]1[O-],IC50,6.374687549038326,CHEMBL1916352,260
Cc1cc(OCc2nc3ccccc3s2)ccc1NC(=O)Nc1cc(Cl)cc(Cl)c1,IC50,7.698970004336019,CHEMBL4464435,2409
Cc1cc(OCc2nc3ccccc3s2)ccc1NC(=O)Nc1ccc(Cl)c(Cl)c1,IC50,7.638272163982407,CHEMBL4291038,2409
Cc1cc(OCc2nc3ccccc3s2)ccc1NC(=O)Nc1ccc(Cl)cc1,IC50,8.2839966563652,CHEMBL4513805,2409
Cc1cc(OCc2nc3ccccc3s2)ccc1NC(=O)Nc1cccc(Cl)c1,IC50,7.801342913045577,CHEMBL4464098,2409
Cc1cc(OCc2nc3ccccc3s2)ccc1NC(=O)Nc1ccccc1,IC50,7.2083093509798815,CHEMBL4529502,2409
Cc1cc(OCc2nc3ccccc3s2)ccc1NC(=O)Nc1ccccc1Cl,IC50,5.824053529904454,CHEMBL4446557,2409
Cc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)c2ccccc2n1,IC50,6.0,CHEMBL4864978,260
Cc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,IC50,7.200659450546418,CHEMBL4872243,279
Cc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,IC50,6.0,CHEMBL4872243,260
Cc1cc(Oc2ncnc3sc4c(c23)CCCC4)ccc1NC(=O)Nc1cccc(Br)c1,IC50,5.482804102050025,CHEMBL3628906,203
Cc1cc(Oc2ncnc3sc4c(c23)CCCC4)ccc1NC(=O)Nc1cccc(Br)c1,IC50,7.468521082957745,CHEMBL3628906,279
Cc1cc(Oc2ncnc3sccc23)ccc1NC(=O)Nc1cccc(Br)c1,IC50,7.795880017344075,CHEMBL3628809,279
Cc1cc(S(=O)(=O)N2CCOCC2)c(C(C)C)cc1O,IC50,5.248720896016658,CHEMBL4785620,220
Cc1cc(S(=O)(=O)NCc2ccccn2)c(C(C)C)cc1O,IC50,5.155522824254319,CHEMBL4797608,220
Cc1cc(S(=O)(=O)NN)c(C(C)C)cc1O,IC50,5.0343280287798935,CHEMBL4762463,220
Cc1cc(S(=O)(=O)Nc2ccccc2O)c(C(C)C)cc1O,IC50,5.058488567365597,CHEMBL4800270,220
Cc1cc(S(=O)(=O)Nc2cnccn2)c(C(C)C)cc1O,IC50,5.13430394008393,CHEMBL4741157,220
Cc1cc([N+](=O)[O-])ccc1S(=O)(=O)N(CCO)N=Cc1cnn2ccc(C#N)cc12,IC50,7.119186407719209,CHEMBL5190501,4005
Cc1cc2c(=O)n(Cc3ccccc3C#N)c(N3CCCC(N)C3)nc2[nH]1,IC50,7.8607507824283935,CHEMBL2022464,284
Cc1cc2c(F)c(Nc3ncnn4cc(-c5nnc(C)o5)c(C(C)C)c34)cnc2[nH]1,IC50,7.886056647693163,CHEMBL410686,279
Cc1cc2c(F)c(Oc3cc(Nc4cc(CS(C)(=O)=O)ccc4C)ncn3)ccc2[nH]1,IC50,7.076755981369724,CHEMBL5199108,279
Cc1cc2c(F)c(Oc3cc(Nc4ccc(CS(C)(=O)=O)cc4)ncn3)ccc2[nH]1,IC50,8.148741651280925,CHEMBL5187154,279
Cc1cc2c(F)c(Oc3cc(Nc4ccc(S(N)(=O)=O)cc4)ncn3)ccc2[nH]1,IC50,7.393618634889395,CHEMBL5202879,279
Cc1cc2c(F)c(Oc3cc(Nc4cccc(CS(C)(=O)=O)c4)ncn3)ccc2[nH]1,IC50,8.42021640338319,CHEMBL5184038,279
Cc1cc2c(F)c(Oc3cc(Nc4cccc([N+](=O)[O-])c4)ncn3)ccc2[nH]1,IC50,7.671620396561262,CHEMBL5171763,279
Cc1cc2c(F)c(Oc3ccnc(Nc4ccc(S(N)(=O)=O)cc4)n3)ccc2[nH]1,IC50,7.508638306165727,CHEMBL5172665,279
Cc1cc2c(F)c(Oc3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)ccc2[nH]1,IC50,8.045757490560675,CHEMBL5175208,279
Cc1cc2c(F)c(Oc3ncnc(N)c3C=NO)ccc2[nH]1,IC50,7.481486060122112,CHEMBL220988,279
Cc1cc2c(F)c(Oc3ncnc(N)c3C=NOCC3CCCCC3)ccc2[nH]1,IC50,6.384049948343598,CHEMBL219677,279
Cc1cc2c(F)c(Oc3ncnc(N)c3C=NOCCCN(C)C)ccc2[nH]1,IC50,6.995678626217357,CHEMBL220444,279
Cc1cc2c(F)c(Oc3ncnc(N)c3C=NOCCCO)ccc2[nH]1,IC50,7.958607314841775,CHEMBL222076,279
Cc1cc2c(F)c(Oc3ncnc(N)c3C=NOCCN(C)C)ccc2[nH]1,IC50,6.7281583934635005,CHEMBL222828,279
Cc1cc2c(F)c(Oc3ncnc(N)c3C=NOCCN3CCCC3)ccc2[nH]1,IC50,6.669586226650809,CHEMBL223086,279
Cc1cc2c(F)c(Oc3ncnc(N)c3C=NOCCN3CCOCC3)ccc2[nH]1,IC50,7.4089353929735005,CHEMBL220391,279
Cc1cc2c(F)c(Oc3ncnc(N)c3C=NOCCO)ccc2[nH]1,IC50,7.356547323513812,CHEMBL220890,279
Cc1cc2c(F)c(Oc3ncnc(N)c3C=NOCc3ccccc3)ccc2[nH]1,IC50,6.696803942579511,CHEMBL435748,279
Cc1cc2c(F)c(Oc3ncnn4cc(O)c(C)c34)ccc2[nH]1,IC50,7.619788758288394,CHEMBL380905,279
Cc1cc2c(F)c(Oc3ncnn4cc(OCC(C)O)c(C)c34)ccc2[nH]1,IC50,7.578513883287058,CHEMBL377300_CHEMBL427202,279
Cc1cc2c(F)c(Oc3ncnn4cc(OCC(C)O)c(C)c34)cnc2[nH]1,IC50,7.721246399047171,CHEMBL256116,279
Cc1cc2c(F)c(Oc3ncnn4cc(OCC(C)OS(=O)(=O)O)c(C)c34)ccc2[nH]1,IC50,7.552841968657781,CHEMBL3527569,279
Cc1cc2c(F)c(Oc3ncnn4cc(OCCC5CCN(C)CC5)c(C)c34)ccc2[nH]1,IC50,7.698970004336019,CHEMBL206145,279
Cc1cc2c(F)c(Oc3ncnn4cc(OCCCN5CCCC5)c(C)c34)ccc2[nH]1,IC50,7.698970004336019,CHEMBL206146,279
Cc1cc2c(F)c(Oc3ncnn4cc(OCCCN5CCCCC5)c(C)c34)ccc2[nH]1,IC50,7.769551078621726,CHEMBL205142,279
Cc1cc2c(F)c(Oc3ncnn4cc(OCCCNS(C)(=O)=O)c(C)c34)ccc2[nH]1,IC50,7.180456064458131,CHEMBL206545,279
Cc1cc2c(F)c(Oc3ncnn4cc(OCCCS(C)(=O)=O)c(C)c34)ccc2[nH]1,IC50,7.154901959985743,CHEMBL383077,279
Cc1cc2c(F)c(Oc3ncnn4cc(OCCN5CCC(O)C5)c(C)c34)ccc2[nH]1,IC50,7.619788758288394,CHEMBL380957,279
Cc1cc2c(Nc3ccc(C)c(O)c3)ncnn2c1,IC50,6.187086643357144,CHEMBL184750,203
Cc1cc2c(Nc3ccc(C)c(O)c3)ncnn2c1,IC50,6.3979400086720375,CHEMBL184750,279
Cc1cc2c(Nc3ccc(F)c(Cl)c3)ncnn2c1,IC50,6.823908740944319,CHEMBL186080,203
Cc1cc2c(cc1CN1CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC1)OCO2,IC50,5.872344580224793,CHEMBL212162,220
Cc1cc2c(cc3c4c(cccc42)NC3=O)[nH]1,IC50,6.0,CHEMBL388936,279
Cc1cc2c(cn1)nc1n2CC(N)C(c2cc(F)c(F)cc2F)C1,IC50,7.638272163982407,CHEMBL557514,284
Cc1cc2cc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)ccc2[nH]1,IC50,8.187086643357144,CHEMBL3959997,279
Cc1cc2cc(C(=O)NCc3ccc(CS(=O)(=O)C4CC4)cc3C(F)(F)F)ccc2n1Cc1cccc(F)c1,IC50,7.455931955649724,CHEMBL5074383,2409
Cc1cc2cc(C(=O)NCc3ccc(CS(=O)(=O)C4CC4)cc3C(F)(F)F)ccc2n1S(=O)(=O)C(C)C,IC50,7.886056647693163,CHEMBL5076679,2409
Cc1cc2cc(NS(=O)(=O)Cc3ccc(C(=O)NO)cc3)ccc2n(C)c1=O,IC50,6.263603497723357,CHEMBL4788940,325
Cc1cc2cc(NS(=O)(=O)Cc3ccc(C(=O)NO)cc3)ccc2n(C)c1=O,IC50,6.818156412055227,CHEMBL4788940,1865
Cc1cc2cc(NS(=O)(=O)c3ccc(C(=O)NO)cc3)ccc2n(C)c1=O,IC50,6.098541678603888,CHEMBL4789481,325
Cc1cc2cc(NS(=O)(=O)c3ccc(C(=O)NO)cc3)ccc2n(C)c1=O,IC50,6.46344155742847,CHEMBL4789481,1865
Cc1cc2cc(Nc3ncc(C#N)c(-c4ccccc4)n3)ccc2[nH]1,IC50,6.3872161432802645,CHEMBL233669,279
Cc1cc2cc(Nc3ncnc4cc(-c5ccccc5)sc34)ccc2[nH]1,IC50,7.0,CHEMBL80302,203
Cc1cc2cc(Nc3ncnc4cc(-c5ccccc5)sc34)ccc2[nH]1,IC50,6.853871964321762,CHEMBL80302,279
Cc1cc2cc(Nc3ncnc4ccc(N)cc34)ccc2[nH]1,IC50,6.5934598195660445,CHEMBL5176588,203
Cc1cc2cc(Nc3ncnn4cc(-c5nnc(C)o5)c(C(C)C)c34)cnc2[nH]1,IC50,7.602059991327962,CHEMBL261592,279
Cc1cc2cc(Nc3ncnn4cc(OCC(C)O)c(C)c34)cnc2[nH]1,IC50,6.651695136951839,CHEMBL259996,279
Cc1cc2cc(Nc3nnc(-c4cccc5cnccc45)c4ccccc34)ccc2[nH]1,IC50,6.638272163982407,CHEMBL206658,279
Cc1cc2cc(Oc3ncnn4cc(OCC(C)O)c(C)c34)cnc2[nH]1,IC50,6.913640169325252,CHEMBL260199,279
Cc1cc2ccc(OCc3ccc(CN(C)Cc4ccccc4)cc3)cc2oc1=O,IC50,6.301029995663981,CHEMBL3586593,220
Cc1cc2nc(-c3c(N)c4ccccc4[nH]c3=O)[nH]c2cc1C,IC50,6.6777807052660805,CHEMBL498206,279
Cc1cc2nc(C)c(C(=O)NCC(C)(C)NCC(=O)N3CCCC3C#N)c(C)n2n1,IC50,6.958607314841775,CHEMBL1929395,284
Cc1cc2nc3c(nc2cc1C)C1(C(C#N)=C(N)N2CC(C)(C)CNC2=C1[N+](=O)[O-])c1ccccc1-3,IC50,5.3979400086720375,CHEMBL4100338,220
Cc1cc2nc3c(nc2cc1C)C1(C(C#N)=C(N)N2CCCNC2=C1[N+](=O)[O-])c1ccccc1-3,IC50,5.2441251443275085,CHEMBL4091651,220
Cc1cc2nc3c(nc2cc1C)C1(C(C#N)=C(N)N2CCNC2=C1[N+](=O)[O-])c1ccccc1-3,IC50,5.180456064458131,CHEMBL4062146,220
Cc1cc2ncc(C(=O)N3CCC(C(N)Cc4cc(F)c(F)cc4F)CC3)c(C)n2n1,IC50,8.397940008672037,CHEMBL484528,284
